#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A18730
#Date Time: 2018-09-18 14:31:52.475
#Sample rate: 100Hz
#Samples: 7266
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 2: Range: 100 mV/div Offset: 0 V

Time (s),Channel 2 (V)
-40,-0.00087241245370599544
-39.990000000000002,-0.0041995944795411621
-39.979999999999997,-0.0041995944795411621
-39.969999999999999,-0.0041995944795411621
-39.960000000000001,-0.0041995944795411621
-39.950000000000003,-0.0041995944795411621
-39.939999999999998,-0.0041995944795411621
-39.93,-0.0045323126821246789
-39.920000000000002,-0.0041995944795411621
-39.909999999999997,-0.0041995944795411621
-39.899999999999999,-0.0041995944795411621
-39.890000000000001,-0.0041995944795411621
-39.880000000000003,-0.0038668762769577965
-39.869999999999997,-0.0038668762769576452
-39.859999999999999,-0.0038668762769576452
-39.850000000000001,-0.0038668762769576452
-39.840000000000003,-0.0041995944795410111
-39.829999999999998,-0.0041995944795411621
-39.82,-0.0041995944795411621
-39.810000000000002,-0.0045323126821246789
-39.799999999999997,-0.0041995944795411621
-39.789999999999999,-0.0041995944795411621
-39.780000000000001,-0.0045323126821246789
-39.770000000000003,-0.004199594479541313
-39.759999999999998,-0.0048650308847081949
-39.75,-0.0045323126821246789
-39.740000000000002,-0.0045323126821246789
-39.729999999999997,-0.0045323126821248299
-39.719999999999999,-0.0048650308847081949
-39.710000000000001,-0.0048650308847081949
-39.700000000000003,-0.0041995944795414648
-39.689999999999998,-0.0041995944795411621
-39.68,-0.0041995944795411621
-39.670000000000002,-0.0041995944795411621
-39.659999999999997,-0.0041995944795407084
-39.649999999999999,-0.0032014398717906123
-39.640000000000001,-0.0035341580743741287
-39.630000000000003,-0.0035341580743741287
-39.619999999999997,-0.0032014398717906123
-39.609999999999999,-0.0032014398717906123
-39.600000000000001,-0.0028687216692070954
-39.590000000000003,-0.0025360034666237299
-39.579999999999998,-0.0032014398717906123
-39.57,-0.0025360034666235785
-39.560000000000002,-0.0025360034666235785
-39.549999999999997,-0.0025360034666235785
-39.539999999999999,-0.0025360034666235785
-39.530000000000001,-0.0028687216692070954
-39.520000000000003,-0.0025360034666237299
-39.509999999999998,-0.0028687216692070954
-39.5,-0.0025360034666235785
-39.490000000000002,-0.0025360034666235785
-39.479999999999997,-0.0028687216692070954
-39.469999999999999,-0.0028687216692070954
-39.460000000000001,-0.0028687216692070954
-39.450000000000003,-0.0028687216692070954
-39.439999999999998,-0.0028687216692070954
-39.43,-0.0028687216692070954
-39.420000000000002,-0.0028687216692070954
-39.409999999999997,-0.0028687216692072468
-39.399999999999999,-0.0032014398717906123
-39.390000000000001,-0.0028687216692070954
-39.380000000000003,-0.0028687216692070954
-39.369999999999997,-0.0028687216692072468
-39.359999999999999,-0.0032014398717906123
-39.350000000000001,-0.0028687216692070954
-39.340000000000003,-0.0028687216692070954
-39.329999999999998,-0.0032014398717906123
-39.32,-0.0032014398717906123
-39.310000000000002,-0.0032014398717906123
-39.299999999999997,-0.0032014398717906123
-39.289999999999999,-0.0032014398717906123
-39.280000000000001,-0.0035341580743741287
-39.270000000000003,-0.0035341580743741287
-39.259999999999998,-0.0035341580743741287
-39.25,-0.0035341580743741287
-39.240000000000002,-0.0035341580743741287
-39.229999999999997,-0.0035341580743741287
-39.219999999999999,-0.0035341580743741287
-39.210000000000001,-0.0035341580743741287
-39.200000000000003,-0.0035341580743741287
-39.189999999999998,-0.0038668762769576452
-39.18,-0.0041995944795411621
-39.170000000000002,-0.0038668762769576452
-39.159999999999997,-0.0041995944795410111
-39.149999999999999,-0.0038668762769576452
-39.140000000000001,-0.0035341580743741287
-39.130000000000003,0.004118360585043274
-39.119999999999997,0.0041183605850429721
-39.109999999999999,-0.0041995944795411621
-39.100000000000001,0.015098061270302804
-39.090000000000003,0.014765343067719438
-39.079999999999998,-0.0041995944795411621
-39.07,0.023416016334890721
-39.060000000000002,0.023083298132307205
-39.049999999999997,-0.0041995944795373795
-39.039999999999999,0.0041183605850467547
-39.030000000000001,0.01443262486513577
-39.020000000000003,0.016761652283219328
-39.009999999999998,-0.0045323126821246789
-39,0.0017893331669621378
-38.990000000000002,0.0014566149643786212
-38.979999999999997,-0.004532312682124528
-38.969999999999999,-0.0041995944795411621
-38.960000000000001,-0.0048650308847081949
-38.950000000000003,-0.0041995944795414648
-38.939999999999998,-0.0045323126821246789
-38.93,-0.0041995944795411621
-38.920000000000002,-0.0041995944795411621
-38.909999999999997,-0.00053969425112217618
-38.899999999999999,0.00012574215404455454
-38.890000000000001,-0.022831813824218096
-38.880000000000003,-0.004532312682133003
-38.869999999999997,-0.004199594479541313
-38.859999999999999,-0.0045323126821246789
-38.850000000000001,0.0014566149643786212
-38.840000000000003,0.0021220513695453516
-38.829999999999998,-0.0041995944795411621
-38.82,0.0011238967617951045
-38.810000000000002,-0.0012051306562895121
-38.799999999999997,0.0044510787876264881
-38.789999999999999,-0.0038668762769576452
-38.780000000000001,0.0054492333953808213
-38.770000000000003,0.0054492333953808213
-38.759999999999998,-0.0041995944795411621
-38.75,-0.010521240328627978
-38.740000000000002,-0.0041995944795411621
-38.729999999999997,-0.011186676733791683
-38.719999999999999,-0.0038668762769576452
-38.710000000000001,-0.0012051306562895121
-38.700000000000003,-0.0038668762769564352
-38.689999999999998,-0.00087241245370599544
-38.68,-0.0038668762769576452
-38.670000000000002,-0.0038668762769576452
-38.659999999999997,-0.0038668762769576452
